Year,Scenario,Probability,Vehicle_Class,Chemistry,EOL_Volume
2025,S5,0.2047,Vans,NMC,6506
2026,S5,0.2047,Vans,LFP,8526
2026,S5,0.2047,Vans,NMC,9974
2027,S5,0.2047,Vans,LFP,13644
2027,S5,0.2047,Vans,NMC,13605
2028,S5,0.2047,Vans,LFP,19993
2028,S5,0.2047,Vans,NMC,16841
2029,S5,0.2047,Vans,LFP,27249
2029,S5,0.2047,Vans,NMC,19221
2030,S5,0.2047,Vans,LFP,34943
2030,S5,0.2047,Vans,NMC,20523
2031,S5,0.2047,Vans,LFP,42585
2031,S5,0.2047,Vans,NMC,20829
2032,S5,0.2047,Vans,LFP,49802
2032,S5,0.2047,Vans,NMC,20466
2033,S5,0.2047,Vans,LFP,56334
2033,S5,0.2047,Vans,NMC,19835
2034,S5,0.2047,Vans,LFP,62066
2034,S5,0.2047,Vans,NMC,19275
2035,S5,0.2047,Vans,LFP,67019
2035,S5,0.2047,Vans,NMC,18984
