State,Year,Month,Registrations,Month_Num,Date
JAMMU AND KASHMIR,2022,NOV,10497,11,2022-11-01
JAMMU AND KASHMIR,2022,DEC,11098,12,2022-12-01
JAMMU AND KASHMIR,2023,JAN,10000,1,2023-01-01
JAMMU AND KASHMIR,2023,FEB,11304,2,2023-02-01
JAMMU AND KASHMIR,2023,MAR,15870,3,2023-03-01
JAMMU AND KASHMIR,2023,APR,12317,4,2023-04-01
JAMMU AND KASHMIR,2023,MAY,16666,5,2023-05-01
JAMMU AND KASHMIR,2023,JUN,15271,6,2023-06-01
JAMMU AND KASHMIR,2023,JUL,16896,7,2023-07-01
JAMMU AND KASHMIR,2023,AUG,16988,8,2023-08-01
JAMMU AND KASHMIR,2023,SEP,15426,9,2023-09-01
JAMMU AND KASHMIR,2023,OCT,13865,10,2023-10-01
JAMMU AND KASHMIR,2023,NOV,16374,11,2023-11-01
JAMMU AND KASHMIR,2023,DEC,10661,12,2023-12-01
JAMMU AND KASHMIR,2024,JAN,12533,1,2024-01-01
JAMMU AND KASHMIR,2024,FEB,11927,2,2024-02-01
JAMMU AND KASHMIR,2024,MAR,14421,3,2024-03-01
JAMMU AND KASHMIR,2024,APR,16087,4,2024-04-01
JAMMU AND KASHMIR,2024,MAY,14507,5,2024-05-01
JAMMU AND KASHMIR,2024,JUN,13730,6,2024-06-01
JAMMU AND KASHMIR,2024,JUL,19240,7,2024-07-01
JAMMU AND KASHMIR,2024,AUG,17284,8,2024-08-01
JAMMU AND KASHMIR,2024,SEP,12765,9,2024-09-01
JAMMU AND KASHMIR,2024,OCT,21910,10,2024-10-01
JAMMU AND KASHMIR,2024,NOV,14866,11,2024-11-01
JAMMU AND KASHMIR,2024,DEC,10147,12,2024-12-01
JAMMU AND KASHMIR,2025,JAN,13167,1,2025-01-01
JAMMU AND KASHMIR,2025,FEB,11732,2,2025-02-01
JAMMU AND KASHMIR,2025,MAR,14566,3,2025-03-01
JAMMU AND KASHMIR,2025,APR,16450,4,2025-04-01
JAMMU AND KASHMIR,2025,MAY,14483,5,2025-05-01
JAMMU AND KASHMIR,2025,JUN,14580,6,2025-06-01
JAMMU AND KASHMIR,2025,JUL,18010,7,2025-07-01
JAMMU AND KASHMIR,2025,AUG,15254,8,2025-08-01
JAMMU AND KASHMIR,2025,SEP,14441,9,2025-09-01
JAMMU AND KASHMIR,2025,OCT,27772,10,2025-10-01
JAMMU AND KASHMIR,2025,NOV,15726,11,2025-11-01
JAMMU AND KASHMIR,2025,DEC,14148,12,2025-12-01
JAMMU AND KASHMIR,2026,JAN,14561,1,2026-01-01
JAMMU AND KASHMIR,2026,FEB,16651,2,2026-02-01
JAMMU AND KASHMIR,2026,MAR,20254,3,2026-03-01
JAMMU AND KASHMIR,2026,APR,20128,4,2026-04-01
JAMMU AND KASHMIR,2026,MAY,19949,5,2026-05-01
JAMMU AND KASHMIR,2026,JUN,22206,6,2026-06-01
JAMMU AND KASHMIR,2026,JUL,17941,7,2026-07-01
JHARKHAND,2020,JAN,41016,1,2020-01-01
JHARKHAND,2020,FEB,49693,2,2020-02-01
JHARKHAND,2020,MAR,77107,3,2020-03-01
JHARKHAND,2020,APR,4524,4,2020-04-01
JHARKHAND,2020,MAY,899,5,2020-05-01
JHARKHAND,2020,JUN,34824,6,2020-06-01
JHARKHAND,2020,JUL,40203,7,2020-07-01
JHARKHAND,2020,AUG,36647,8,2020-08-01
JHARKHAND,2020,SEP,42174,9,2020-09-01
JHARKHAND,2020,OCT,41277,10,2020-10-01
JHARKHAND,2020,NOV,67413,11,2020-11-01
JHARKHAND,2020,DEC,47362,12,2020-12-01
JHARKHAND,2021,JAN,38725,1,2021-01-01
JHARKHAND,2021,FEB,40050,2,2021-02-01
JHARKHAND,2021,MAR,61472,3,2021-03-01
JHARKHAND,2021,APR,32244,4,2021-04-01
JHARKHAND,2021,MAY,24804,5,2021-05-01
JHARKHAND,2021,JUN,40085,6,2021-06-01
JHARKHAND,2021,JUL,37504,7,2021-07-01
JHARKHAND,2021,AUG,34676,8,2021-08-01
JHARKHAND,2021,SEP,31500,9,2021-09-01
JHARKHAND,2021,OCT,36403,10,2021-10-01
JHARKHAND,2021,NOV,59631,11,2021-11-01
JHARKHAND,2021,DEC,33596,12,2021-12-01
JHARKHAND,2022,JAN,31623,1,2022-01-01
JHARKHAND,2022,FEB,34386,2,2022-02-01
JHARKHAND,2022,MAR,47058,3,2022-03-01
JHARKHAND,2022,APR,43123,4,2022-04-01
JHARKHAND,2022,MAY,46237,5,2022-05-01
JHARKHAND,2022,JUN,40132,6,2022-06-01
JHARKHAND,2022,JUL,40768,7,2022-07-01
JHARKHAND,2022,AUG,32875,8,2022-08-01
JHARKHAND,2022,SEP,31164,9,2022-09-01
JHARKHAND,2022,OCT,59702,10,2022-10-01
JHARKHAND,2022,NOV,49295,11,2022-11-01
JHARKHAND,2022,DEC,35281,12,2022-12-01
JHARKHAND,2023,JAN,35640,1,2023-01-01
JHARKHAND,2023,FEB,39972,2,2023-02-01
JHARKHAND,2023,MAR,48239,3,2023-03-01
JHARKHAND,2023,APR,44728,4,2023-04-01
JHARKHAND,2023,MAY,50231,5,2023-05-01
JHARKHAND,2023,JUN,45440,6,2023-06-01
JHARKHAND,2023,JUL,41918,7,2023-07-01
JHARKHAND,2023,AUG,36732,8,2023-08-01
JHARKHAND,2023,SEP,40794,9,2023-09-01
JHARKHAND,2023,OCT,43311,10,2023-10-01
JHARKHAND,2023,NOV,75738,11,2023-11-01
JHARKHAND,2023,DEC,42302,12,2023-12-01
JHARKHAND,2024,JAN,40039,1,2024-01-01
JHARKHAND,2024,FEB,44195,2,2024-02-01
JHARKHAND,2024,MAR,47682,3,2024-03-01
JHARKHAND,2024,APR,56013,4,2024-04-01
JHARKHAND,2024,MAY,46340,5,2024-05-01
JHARKHAND,2024,JUN,47367,6,2024-06-01
JHARKHAND,2024,JUL,48500,7,2024-07-01
JHARKHAND,2024,AUG,37919,8,2024-08-01
JHARKHAND,2024,SEP,35312,9,2024-09-01
JHARKHAND,2024,OCT,63174,10,2024-10-01
JHARKHAND,2024,NOV,74050,11,2024-11-01
JHARKHAND,2024,DEC,38629,12,2024-12-01
JHARKHAND,2025,JAN,47111,1,2025-01-01
JHARKHAND,2025,FEB,43559,2,2025-02-01
JHARKHAND,2025,MAR,52123,3,2025-03-01
JHARKHAND,2025,APR,61532,4,2025-04-01
JHARKHAND,2025,MAY,58317,5,2025-05-01
JHARKHAND,2025,JUN,52789,6,2025-06-01
JHARKHAND,2025,JUL,44898,7,2025-07-01
JHARKHAND,2025,AUG,42145,8,2025-08-01
JHARKHAND,2025,SEP,45981,9,2025-09-01
JHARKHAND,2025,OCT,115172,10,2025-10-01
JHARKHAND,2025,NOV,69013,11,2025-11-01
JHARKHAND,2025,DEC,46515,12,2025-12-01
JHARKHAND,2026,JAN,58147,1,2026-01-01
JHARKHAND,2026,FEB,51455,2,2026-02-01
JHARKHAND,2026,MAR,63098,3,2026-03-01
JHARKHAND,2026,APR,70944,4,2026-04-01
JHARKHAND,2026,MAY,61794,5,2026-05-01
JHARKHAND,2026,JUN,58486,6,2026-06-01
JHARKHAND,2026,JUL,45602,7,2026-07-01
KARNATAKA,2020,JAN,141359,1,2020-01-01
KARNATAKA,2020,FEB,128757,2,2020-02-01
KARNATAKA,2020,MAR,152298,3,2020-03-01
KARNATAKA,2020,APR,17322,4,2020-04-01
KARNATAKA,2020,MAY,37865,5,2020-05-01
KARNATAKA,2020,JUN,92379,6,2020-06-01
KARNATAKA,2020,JUL,79851,7,2020-07-01
KARNATAKA,2020,AUG,96009,8,2020-08-01
KARNATAKA,2020,SEP,114477,9,2020-09-01
KARNATAKA,2020,OCT,104551,10,2020-10-01
KARNATAKA,2020,NOV,131593,11,2020-11-01
KARNATAKA,2020,DEC,109775,12,2020-12-01
KARNATAKA,2021,JAN,136321,1,2021-01-01
KARNATAKA,2021,FEB,112143,2,2021-02-01
KARNATAKA,2021,MAR,126292,3,2021-03-01
KARNATAKA,2021,APR,87098,4,2021-04-01
KARNATAKA,2021,MAY,6574,5,2021-05-01
KARNATAKA,2021,JUN,31771,6,2021-06-01
KARNATAKA,2021,JUL,121358,7,2021-07-01
KARNATAKA,2021,AUG,115980,8,2021-08-01
KARNATAKA,2021,SEP,117167,9,2021-09-01
KARNATAKA,2021,OCT,108187,10,2021-10-01
KARNATAKA,2021,NOV,103128,11,2021-11-01
KARNATAKA,2021,DEC,113160,12,2021-12-01
KARNATAKA,2022,JAN,110303,1,2022-01-01
KARNATAKA,2022,FEB,106525,2,2022-02-01
KARNATAKA,2022,MAR,130985,3,2022-03-01
KARNATAKA,2022,APR,140663,4,2022-04-01
KARNATAKA,2022,MAY,117081,5,2022-05-01
KARNATAKA,2022,JUN,130389,6,2022-06-01
KARNATAKA,2022,JUL,113441,7,2022-07-01
KARNATAKA,2022,AUG,127630,8,2022-08-01
KARNATAKA,2022,SEP,129576,9,2022-09-01
KARNATAKA,2022,OCT,159435,10,2022-10-01
KARNATAKA,2022,NOV,152185,11,2022-11-01
KARNATAKA,2022,DEC,114062,12,2022-12-01
KARNATAKA,2023,JAN,139343,1,2023-01-01
KARNATAKA,2023,FEB,127603,2,2023-02-01
KARNATAKA,2023,MAR,154330,3,2023-03-01
KARNATAKA,2023,APR,131599,4,2023-04-01
KARNATAKA,2023,MAY,136149,5,2023-05-01
KARNATAKA,2023,JUN,148328,6,2023-06-01
KARNATAKA,2023,JUL,137871,7,2023-07-01
KARNATAKA,2023,AUG,148516,8,2023-08-01
KARNATAKA,2023,SEP,150172,9,2023-09-01
KARNATAKA,2023,OCT,155385,10,2023-10-01
KARNATAKA,2023,NOV,182799,11,2023-11-01
KARNATAKA,2023,DEC,134576,12,2023-12-01
KARNATAKA,2024,JAN,168029,1,2024-01-01
KARNATAKA,2024,FEB,156464,2,2024-02-01
KARNATAKA,2024,MAR,172866,3,2024-03-01
KARNATAKA,2024,APR,145409,4,2024-04-01
KARNATAKA,2024,MAY,155964,5,2024-05-01
KARNATAKA,2024,JUN,151469,6,2024-06-01
KARNATAKA,2024,JUL,138825,7,2024-07-01
KARNATAKA,2024,AUG,165635,8,2024-08-01
KARNATAKA,2024,SEP,136581,9,2024-09-01
KARNATAKA,2024,OCT,201741,10,2024-10-01
KARNATAKA,2024,NOV,182513,11,2024-11-01
KARNATAKA,2024,DEC,112641,12,2024-12-01
KARNATAKA,2025,JAN,171935,1,2025-01-01
KARNATAKA,2025,FEB,131549,2,2025-02-01
KARNATAKA,2025,MAR,158668,3,2025-03-01
KARNATAKA,2025,APR,147505,4,2025-04-01
KARNATAKA,2025,MAY,150357,5,2025-05-01
KARNATAKA,2025,JUN,143417,6,2025-06-01
KARNATAKA,2025,JUL,135809,7,2025-07-01
KARNATAKA,2025,AUG,164334,8,2025-08-01
KARNATAKA,2025,SEP,139518,9,2025-09-01
KARNATAKA,2025,OCT,256812,10,2025-10-01
KARNATAKA,2025,NOV,181764,11,2025-11-01
KARNATAKA,2025,DEC,131425,12,2025-12-01
KARNATAKA,2026,JAN,196588,1,2026-01-01
KARNATAKA,2026,FEB,169461,2,2026-02-01
KARNATAKA,2026,MAR,202860,3,2026-03-01
KARNATAKA,2026,APR,185246,4,2026-04-01
KARNATAKA,2026,MAY,173878,5,2026-05-01
KARNATAKA,2026,JUN,188087,6,2026-06-01
KARNATAKA,2026,JUL,151993,7,2026-07-01
KERALA,2020,JAN,77924,1,2020-01-01
KERALA,2020,FEB,64740,2,2020-02-01
KERALA,2020,MAR,68453,3,2020-03-01
KERALA,2020,APR,2360,4,2020-04-01
KERALA,2020,MAY,15750,5,2020-05-01
KERALA,2020,JUN,48337,6,2020-06-01
KERALA,2020,JUL,42132,7,2020-07-01
KERALA,2020,AUG,42723,8,2020-08-01
KERALA,2020,SEP,74855,9,2020-09-01
KERALA,2020,OCT,72156,10,2020-10-01
KERALA,2020,NOV,69196,11,2020-11-01
KERALA,2020,DEC,62866,12,2020-12-01
KERALA,2021,JAN,80400,1,2021-01-01
KERALA,2021,FEB,70559,2,2021-02-01
KERALA,2021,MAR,82730,3,2021-03-01
KERALA,2021,APR,85180,4,2021-04-01
KERALA,2021,MAY,12568,5,2021-05-01
KERALA,2021,JUN,29378,6,2021-06-01
KERALA,2021,JUL,63128,7,2021-07-01
KERALA,2021,AUG,79022,8,2021-08-01
KERALA,2021,SEP,74495,9,2021-09-01
KERALA,2021,OCT,61015,10,2021-10-01
KERALA,2021,NOV,63021,11,2021-11-01
KERALA,2021,DEC,64575,12,2021-12-01
KERALA,2022,JAN,67335,1,2022-01-01
KERALA,2022,FEB,59597,2,2022-02-01
KERALA,2022,MAR,71813,3,2022-03-01
KERALA,2022,APR,62237,4,2022-04-01
KERALA,2022,MAY,59952,5,2022-05-01
KERALA,2022,JUN,64879,6,2022-06-01
KERALA,2022,JUL,56712,7,2022-07-01
KERALA,2022,AUG,76495,8,2022-08-01
KERALA,2022,SEP,77630,9,2022-09-01
KERALA,2022,OCT,65565,10,2022-10-01
KERALA,2022,NOV,60400,11,2022-11-01
KERALA,2022,DEC,61597,12,2022-12-01
KERALA,2023,JAN,65195,1,2023-01-01
KERALA,2023,FEB,59532,2,2023-02-01
KERALA,2023,MAR,81566,3,2023-03-01
KERALA,2023,APR,46832,4,2023-04-01
KERALA,2023,MAY,61675,5,2023-05-01
KERALA,2023,JUN,58269,6,2023-06-01
KERALA,2023,JUL,56841,7,2023-07-01
KERALA,2023,AUG,75565,8,2023-08-01
KERALA,2023,SEP,78837,9,2023-09-01
KERALA,2023,OCT,60539,10,2023-10-01
KERALA,2023,NOV,57853,11,2023-11-01
KERALA,2023,DEC,56648,12,2023-12-01
KERALA,2024,JAN,68199,1,2024-01-01
KERALA,2024,FEB,59196,2,2024-02-01
KERALA,2024,MAR,63885,3,2024-03-01
KERALA,2024,APR,59271,4,2024-04-01
KERALA,2024,MAY,62816,5,2024-05-01
KERALA,2024,JUN,58610,6,2024-06-01
KERALA,2024,JUL,63160,7,2024-07-01
KERALA,2024,AUG,67774,8,2024-08-01
KERALA,2024,SEP,87453,9,2024-09-01
KERALA,2024,OCT,72165,10,2024-10-01
KERALA,2024,NOV,61995,11,2024-11-01
KERALA,2024,DEC,54851,12,2024-12-01
KERALA,2025,JAN,74390,1,2025-01-01
KERALA,2025,FEB,56454,2,2025-02-01
KERALA,2025,MAR,66949,3,2025-03-01
KERALA,2025,APR,65417,4,2025-04-01
KERALA,2025,MAY,69792,5,2025-05-01
KERALA,2025,JUN,66526,6,2025-06-01
KERALA,2025,JUL,68651,7,2025-07-01
KERALA,2025,AUG,87886,8,2025-08-01
KERALA,2025,SEP,74922,9,2025-09-01
KERALA,2025,OCT,99269,10,2025-10-01
KERALA,2025,NOV,78512,11,2025-11-01
KERALA,2025,DEC,79401,12,2025-12-01
KERALA,2026,JAN,92362,1,2026-01-01
KERALA,2026,FEB,80568,2,2026-02-01
KERALA,2026,MAR,88940,3,2026-03-01
KERALA,2026,APR,81063,4,2026-04-01
KERALA,2026,MAY,87245,5,2026-05-01
KERALA,2026,JUN,94025,6,2026-06-01
KERALA,2026,JUL,74187,7,2026-07-01
LADAKH,2020,JAN,81,1,2020-01-01
LADAKH,2020,FEB,79,2,2020-02-01
LADAKH,2020,MAR,563,3,2020-03-01
LADAKH,2020,APR,221,4,2020-04-01
LADAKH,2020,MAY,0,5,2020-05-01
LADAKH,2020,JUN,8,6,2020-06-01
LADAKH,2020,JUL,11,7,2020-07-01
LADAKH,2020,AUG,113,8,2020-08-01
LADAKH,2020,SEP,350,9,2020-09-01
LADAKH,2020,OCT,192,10,2020-10-01
LADAKH,2020,NOV,545,11,2020-11-01
LADAKH,2020,DEC,312,12,2020-12-01
LADAKH,2021,JAN,353,1,2021-01-01
LADAKH,2021,FEB,146,2,2021-02-01
LADAKH,2021,MAR,103,3,2021-03-01
LADAKH,2021,APR,34,4,2021-04-01
LADAKH,2021,MAY,105,5,2021-05-01
LADAKH,2021,JUN,156,6,2021-06-01
LADAKH,2021,JUL,712,7,2021-07-01
LADAKH,2021,AUG,606,8,2021-08-01
LADAKH,2021,SEP,546,9,2021-09-01
LADAKH,2021,OCT,363,10,2021-10-01
LADAKH,2021,NOV,393,11,2021-11-01
LADAKH,2021,DEC,250,12,2021-12-01
LADAKH,2022,JAN,267,1,2022-01-01
LADAKH,2022,FEB,115,2,2022-02-01
LADAKH,2022,MAR,162,3,2022-03-01
LADAKH,2022,APR,566,4,2022-04-01
LADAKH,2022,MAY,946,5,2022-05-01
LADAKH,2022,JUN,1096,6,2022-06-01
LADAKH,2022,JUL,770,7,2022-07-01
LADAKH,2022,AUG,608,8,2022-08-01
LADAKH,2022,SEP,347,9,2022-09-01
LADAKH,2022,OCT,432,10,2022-10-01
LADAKH,2022,NOV,452,11,2022-11-01
LADAKH,2022,DEC,282,12,2022-12-01
LADAKH,2023,JAN,202,1,2023-01-01
LADAKH,2023,FEB,130,2,2023-02-01
LADAKH,2023,MAR,185,3,2023-03-01
LADAKH,2023,APR,552,4,2023-04-01
LADAKH,2023,MAY,825,5,2023-05-01
LADAKH,2023,JUN,775,6,2023-06-01
LADAKH,2023,JUL,628,7,2023-07-01
LADAKH,2023,AUG,512,8,2023-08-01
LADAKH,2023,SEP,414,9,2023-09-01
LADAKH,2023,OCT,331,10,2023-10-01
LADAKH,2023,NOV,317,11,2023-11-01
LADAKH,2023,DEC,273,12,2023-12-01
LADAKH,2024,JAN,282,1,2024-01-01
LADAKH,2024,FEB,116,2,2024-02-01
LADAKH,2024,MAR,229,3,2024-03-01
LADAKH,2024,APR,466,4,2024-04-01
LADAKH,2024,MAY,751,5,2024-05-01
LADAKH,2024,JUN,784,6,2024-06-01
LADAKH,2024,JUL,681,7,2024-07-01
LADAKH,2024,AUG,570,8,2024-08-01
LADAKH,2024,SEP,385,9,2024-09-01
LADAKH,2024,OCT,433,10,2024-10-01
LADAKH,2024,NOV,422,11,2024-11-01
LADAKH,2024,DEC,317,12,2024-12-01
LADAKH,2025,JAN,246,1,2025-01-01
LADAKH,2025,FEB,137,2,2025-02-01
LADAKH,2025,MAR,211,3,2025-03-01
LADAKH,2025,APR,296,4,2025-04-01
LADAKH,2025,MAY,567,5,2025-05-01
LADAKH,2025,JUN,594,6,2025-06-01
LADAKH,2025,JUL,503,7,2025-07-01
LADAKH,2025,AUG,359,8,2025-08-01
LADAKH,2025,SEP,231,9,2025-09-01
LADAKH,2025,OCT,444,10,2025-10-01
LADAKH,2025,NOV,343,11,2025-11-01
LADAKH,2025,DEC,367,12,2025-12-01
LADAKH,2026,JAN,301,1,2026-01-01
LADAKH,2026,FEB,152,2,2026-02-01
LADAKH,2026,MAR,170,3,2026-03-01
LADAKH,2026,APR,466,4,2026-04-01
LADAKH,2026,MAY,664,5,2026-05-01
LADAKH,2026,JUN,723,6,2026-06-01
LADAKH,2026,JUL,530,7,2026-07-01
LAKSHADWEEP,2020,JAN,151,1,2020-01-01
LAKSHADWEEP,2020,FEB,117,2,2020-02-01
LAKSHADWEEP,2020,MAR,123,3,2020-03-01
LAKSHADWEEP,2020,APR,59,4,2020-04-01
LAKSHADWEEP,2020,MAY,43,5,2020-05-01
LAKSHADWEEP,2020,JUN,69,6,2020-06-01
LAKSHADWEEP,2020,JUL,61,7,2020-07-01
LAKSHADWEEP,2020,AUG,56,8,2020-08-01
LAKSHADWEEP,2020,SEP,62,9,2020-09-01
LAKSHADWEEP,2020,OCT,61,10,2020-10-01
LAKSHADWEEP,2020,NOV,135,11,2020-11-01
LAKSHADWEEP,2020,DEC,128,12,2020-12-01
LAKSHADWEEP,2021,JAN,126,1,2021-01-01
LAKSHADWEEP,2021,FEB,112,2,2021-02-01
LAKSHADWEEP,2021,MAR,209,3,2021-03-01
LAKSHADWEEP,2021,APR,132,4,2021-04-01
LAKSHADWEEP,2021,MAY,64,5,2021-05-01
LAKSHADWEEP,2021,JUN,75,6,2021-06-01
LAKSHADWEEP,2021,JUL,90,7,2021-07-01
LAKSHADWEEP,2021,AUG,39,8,2021-08-01
LAKSHADWEEP,2021,SEP,43,9,2021-09-01
LAKSHADWEEP,2021,OCT,64,10,2021-10-01
LAKSHADWEEP,2021,NOV,122,11,2021-11-01
LAKSHADWEEP,2021,DEC,123,12,2021-12-01
LAKSHADWEEP,2022,JAN,84,1,2022-01-01
LAKSHADWEEP,2022,FEB,56,2,2022-02-01
LAKSHADWEEP,2022,MAR,46,3,2022-03-01
LAKSHADWEEP,2022,APR,19,4,2022-04-01
LAKSHADWEEP,2022,MAY,104,5,2022-05-01
LAKSHADWEEP,2022,JUN,56,6,2022-06-01
LAKSHADWEEP,2022,JUL,24,7,2022-07-01
LAKSHADWEEP,2022,AUG,23,8,2022-08-01
LAKSHADWEEP,2022,SEP,27,9,2022-09-01
LAKSHADWEEP,2022,OCT,38,10,2022-10-01
LAKSHADWEEP,2022,NOV,44,11,2022-11-01
LAKSHADWEEP,2022,DEC,88,12,2022-12-01
LAKSHADWEEP,2023,JAN,62,1,2023-01-01
LAKSHADWEEP,2023,FEB,39,2,2023-02-01
LAKSHADWEEP,2023,MAR,61,3,2023-03-01
LAKSHADWEEP,2023,APR,66,4,2023-04-01
LAKSHADWEEP,2023,MAY,91,5,2023-05-01
LAKSHADWEEP,2023,JUN,43,6,2023-06-01
LAKSHADWEEP,2023,JUL,41,7,2023-07-01
LAKSHADWEEP,2023,AUG,25,8,2023-08-01
LAKSHADWEEP,2023,SEP,36,9,2023-09-01
LAKSHADWEEP,2023,OCT,31,10,2023-10-01
LAKSHADWEEP,2023,NOV,45,11,2023-11-01
LAKSHADWEEP,2023,DEC,79,12,2023-12-01
LAKSHADWEEP,2024,JAN,51,1,2024-01-01
LAKSHADWEEP,2024,FEB,78,2,2024-02-01
LAKSHADWEEP,2024,MAR,100,3,2024-03-01
LAKSHADWEEP,2024,APR,17,4,2024-04-01
LAKSHADWEEP,2024,MAY,62,5,2024-05-01
LAKSHADWEEP,2024,JUN,42,6,2024-06-01
LAKSHADWEEP,2024,JUL,36,7,2024-07-01
LAKSHADWEEP,2024,AUG,25,8,2024-08-01
LAKSHADWEEP,2024,SEP,61,9,2024-09-01
LAKSHADWEEP,2024,OCT,34,10,2024-10-01
LAKSHADWEEP,2024,NOV,35,11,2024-11-01
LAKSHADWEEP,2024,DEC,35,12,2024-12-01
LAKSHADWEEP,2025,JAN,49,1,2025-01-01
LAKSHADWEEP,2025,FEB,135,2,2025-02-01
LAKSHADWEEP,2025,MAR,136,3,2025-03-01
LAKSHADWEEP,2025,APR,126,4,2025-04-01
LAKSHADWEEP,2025,MAY,105,5,2025-05-01
LAKSHADWEEP,2025,JUN,100,6,2025-06-01
LAKSHADWEEP,2025,JUL,57,7,2025-07-01
LAKSHADWEEP,2025,AUG,41,8,2025-08-01
LAKSHADWEEP,2025,SEP,50,9,2025-09-01
LAKSHADWEEP,2025,OCT,39,10,2025-10-01
LAKSHADWEEP,2025,NOV,68,11,2025-11-01
LAKSHADWEEP,2025,DEC,104,12,2025-12-01
LAKSHADWEEP,2026,JAN,94,1,2026-01-01
LAKSHADWEEP,2026,FEB,150,2,2026-02-01
LAKSHADWEEP,2026,MAR,128,3,2026-03-01
LAKSHADWEEP,2026,APR,100,4,2026-04-01
LAKSHADWEEP,2026,MAY,126,5,2026-05-01
LAKSHADWEEP,2026,JUN,75,6,2026-06-01
LAKSHADWEEP,2026,JUL,42,7,2026-07-01
MADHYA PRADESH,2020,JAN,130814,1,2020-01-01
MADHYA PRADESH,2020,FEB,122972,2,2020-02-01
MADHYA PRADESH,2020,MAR,167885,3,2020-03-01
MADHYA PRADESH,2020,APR,97050,4,2020-04-01
MADHYA PRADESH,2020,MAY,2416,5,2020-05-01
MADHYA PRADESH,2020,JUN,58237,6,2020-06-01
MADHYA PRADESH,2020,JUL,100343,7,2020-07-01
MADHYA PRADESH,2020,AUG,98952,8,2020-08-01
MADHYA PRADESH,2020,SEP,95413,9,2020-09-01
MADHYA PRADESH,2020,OCT,85136,10,2020-10-01
MADHYA PRADESH,2020,NOV,128826,11,2020-11-01
MADHYA PRADESH,2020,DEC,174403,12,2020-12-01
MADHYA PRADESH,2021,JAN,133366,1,2021-01-01
MADHYA PRADESH,2021,FEB,96572,2,2021-02-01
MADHYA PRADESH,2021,MAR,112386,3,2021-03-01
MADHYA PRADESH,2021,APR,38466,4,2021-04-01
MADHYA PRADESH,2021,MAY,7310,5,2021-05-01
MADHYA PRADESH,2021,JUN,114780,6,2021-06-01
MADHYA PRADESH,2021,JUL,131033,7,2021-07-01
MADHYA PRADESH,2021,AUG,93560,8,2021-08-01
MADHYA PRADESH,2021,SEP,88668,9,2021-09-01
MADHYA PRADESH,2021,OCT,70722,10,2021-10-01
MADHYA PRADESH,2021,NOV,124650,11,2021-11-01
MADHYA PRADESH,2021,DEC,139460,12,2021-12-01
MADHYA PRADESH,2022,JAN,101036,1,2022-01-01
MADHYA PRADESH,2022,FEB,92541,2,2022-02-01
MADHYA PRADESH,2022,MAR,104689,3,2022-03-01
MADHYA PRADESH,2022,APR,96426,4,2022-04-01
MADHYA PRADESH,2022,MAY,121891,5,2022-05-01
MADHYA PRADESH,2022,JUN,109341,6,2022-06-01
MADHYA PRADESH,2022,JUL,110785,7,2022-07-01
MADHYA PRADESH,2022,AUG,132039,8,2022-08-01
MADHYA PRADESH,2022,SEP,73739,9,2022-09-01
MADHYA PRADESH,2022,OCT,169042,10,2022-10-01
MADHYA PRADESH,2022,NOV,159754,11,2022-11-01
MADHYA PRADESH,2022,DEC,95792,12,2022-12-01
MADHYA PRADESH,2023,JAN,115398,1,2023-01-01
MADHYA PRADESH,2023,FEB,109176,2,2023-02-01
MADHYA PRADESH,2023,MAR,139788,3,2023-03-01
MADHYA PRADESH,2023,APR,83807,4,2023-04-01
MADHYA PRADESH,2023,MAY,127057,5,2023-05-01
MADHYA PRADESH,2023,JUN,113226,6,2023-06-01
MADHYA PRADESH,2023,JUL,103719,7,2023-07-01
MADHYA PRADESH,2023,AUG,106548,8,2023-08-01
MADHYA PRADESH,2023,SEP,103337,9,2023-09-01
MADHYA PRADESH,2023,OCT,132125,10,2023-10-01
MADHYA PRADESH,2023,NOV,243948,11,2023-11-01
MADHYA PRADESH,2023,DEC,120399,12,2023-12-01
MADHYA PRADESH,2024,JAN,134264,1,2024-01-01
MADHYA PRADESH,2024,FEB,126799,2,2024-02-01
MADHYA PRADESH,2024,MAR,131963,3,2024-03-01
MADHYA PRADESH,2024,APR,153872,4,2024-04-01
MADHYA PRADESH,2024,MAY,124737,5,2024-05-01
MADHYA PRADESH,2024,JUN,111127,6,2024-06-01
MADHYA PRADESH,2024,JUL,118725,7,2024-07-01
MADHYA PRADESH,2024,AUG,103494,8,2024-08-01
MADHYA PRADESH,2024,SEP,90533,9,2024-09-01
MADHYA PRADESH,2024,OCT,189631,10,2024-10-01
MADHYA PRADESH,2024,NOV,284024,11,2024-11-01
MADHYA PRADESH,2024,DEC,98570,12,2024-12-01
MADHYA PRADESH,2025,JAN,138273,1,2025-01-01
MADHYA PRADESH,2025,FEB,116875,2,2025-02-01
MADHYA PRADESH,2025,MAR,138869,3,2025-03-01
MADHYA PRADESH,2025,APR,145359,4,2025-04-01
MADHYA PRADESH,2025,MAY,136378,5,2025-05-01
MADHYA PRADESH,2025,JUN,106716,6,2025-06-01
MADHYA PRADESH,2025,JUL,103169,7,2025-07-01
MADHYA PRADESH,2025,AUG,104092,8,2025-08-01
MADHYA PRADESH,2025,SEP,105255,9,2025-09-01
MADHYA PRADESH,2025,OCT,317401,10,2025-10-01
MADHYA PRADESH,2025,NOV,184209,11,2025-11-01
MADHYA PRADESH,2025,DEC,102894,12,2025-12-01
