State,Year,Month,Registrations,Month_Num,Date
CHANDIGARH,2025,AUG,3947,8,2025-08-01
CHANDIGARH,2025,SEP,4311,9,2025-09-01
CHANDIGARH,2025,OCT,6249,10,2025-10-01
CHANDIGARH,2025,NOV,5071,11,2025-11-01
CHANDIGARH,2025,DEC,4151,12,2025-12-01
CHANDIGARH,2026,JAN,4827,1,2026-01-01
CHANDIGARH,2026,FEB,4054,2,2026-02-01
CHANDIGARH,2026,MAR,4946,3,2026-03-01
CHANDIGARH,2026,APR,4588,4,2026-04-01
CHANDIGARH,2026,MAY,4181,5,2026-05-01
CHANDIGARH,2026,JUN,5163,6,2026-06-01
CHANDIGARH,2026,JUL,3732,7,2026-07-01
CHHATTISGARH,2020,JAN,49614,1,2020-01-01
CHHATTISGARH,2020,FEB,56930,2,2020-02-01
CHHATTISGARH,2020,MAR,62807,3,2020-03-01
CHHATTISGARH,2020,APR,1315,4,2020-04-01
CHHATTISGARH,2020,MAY,9976,5,2020-05-01
CHHATTISGARH,2020,JUN,33501,6,2020-06-01
CHHATTISGARH,2020,JUL,34305,7,2020-07-01
CHHATTISGARH,2020,AUG,33292,8,2020-08-01
CHHATTISGARH,2020,SEP,28885,9,2020-09-01
CHHATTISGARH,2020,OCT,44850,10,2020-10-01
CHHATTISGARH,2020,NOV,80156,11,2020-11-01
CHHATTISGARH,2020,DEC,46170,12,2020-12-01
CHHATTISGARH,2021,JAN,41113,1,2021-01-01
CHHATTISGARH,2021,FEB,45129,2,2021-02-01
CHHATTISGARH,2021,MAR,47033,3,2021-03-01
CHHATTISGARH,2021,APR,13472,4,2021-04-01
CHHATTISGARH,2021,MAY,7557,5,2021-05-01
CHHATTISGARH,2021,JUN,40138,6,2021-06-01
CHHATTISGARH,2021,JUL,40682,7,2021-07-01
CHHATTISGARH,2021,AUG,36420,8,2021-08-01
CHHATTISGARH,2021,SEP,32874,9,2021-09-01
CHHATTISGARH,2021,OCT,44706,10,2021-10-01
CHHATTISGARH,2021,NOV,73507,11,2021-11-01
CHHATTISGARH,2021,DEC,33254,12,2021-12-01
CHHATTISGARH,2022,JAN,41839,1,2022-01-01
CHHATTISGARH,2022,FEB,37468,2,2022-02-01
CHHATTISGARH,2022,MAR,41165,3,2022-03-01
CHHATTISGARH,2022,APR,41110,4,2022-04-01
CHHATTISGARH,2022,MAY,37898,5,2022-05-01
CHHATTISGARH,2022,JUN,38155,6,2022-06-01
CHHATTISGARH,2022,JUL,36837,7,2022-07-01
CHHATTISGARH,2022,AUG,31869,8,2022-08-01
CHHATTISGARH,2022,SEP,32368,9,2022-09-01
CHHATTISGARH,2022,OCT,71472,10,2022-10-01
CHHATTISGARH,2022,NOV,53884,11,2022-11-01
CHHATTISGARH,2022,DEC,36951,12,2022-12-01
CHHATTISGARH,2023,JAN,46436,1,2023-01-01
CHHATTISGARH,2023,FEB,41783,2,2023-02-01
CHHATTISGARH,2023,MAR,45568,3,2023-03-01
CHHATTISGARH,2023,APR,39970,4,2023-04-01
CHHATTISGARH,2023,MAY,39470,5,2023-05-01
CHHATTISGARH,2023,JUN,42100,6,2023-06-01
CHHATTISGARH,2023,JUL,40166,7,2023-07-01
CHHATTISGARH,2023,AUG,39328,8,2023-08-01
CHHATTISGARH,2023,SEP,42015,9,2023-09-01
CHHATTISGARH,2023,OCT,52083,10,2023-10-01
CHHATTISGARH,2023,NOV,91797,11,2023-11-01
CHHATTISGARH,2023,DEC,43845,12,2023-12-01
CHHATTISGARH,2024,JAN,57508,1,2024-01-01
CHHATTISGARH,2024,FEB,53630,2,2024-02-01
CHHATTISGARH,2024,MAR,59568,3,2024-03-01
CHHATTISGARH,2024,APR,58547,4,2024-04-01
CHHATTISGARH,2024,MAY,56132,5,2024-05-01
CHHATTISGARH,2024,JUN,54204,6,2024-06-01
CHHATTISGARH,2024,JUL,55680,7,2024-07-01
CHHATTISGARH,2024,AUG,47435,8,2024-08-01
CHHATTISGARH,2024,SEP,40337,9,2024-09-01
CHHATTISGARH,2024,OCT,87513,10,2024-10-01
CHHATTISGARH,2024,NOV,101103,11,2024-11-01
CHHATTISGARH,2024,DEC,42353,12,2024-12-01
CHHATTISGARH,2025,JAN,68430,1,2025-01-01
CHHATTISGARH,2025,FEB,57964,2,2025-02-01
CHHATTISGARH,2025,MAR,59786,3,2025-03-01
CHHATTISGARH,2025,APR,55788,4,2025-04-01
CHHATTISGARH,2025,MAY,51185,5,2025-05-01
CHHATTISGARH,2025,JUN,52661,6,2025-06-01
CHHATTISGARH,2025,JUL,49865,7,2025-07-01
CHHATTISGARH,2025,AUG,47251,8,2025-08-01
CHHATTISGARH,2025,SEP,48844,9,2025-09-01
CHHATTISGARH,2025,OCT,132948,10,2025-10-01
CHHATTISGARH,2025,NOV,69234,11,2025-11-01
CHHATTISGARH,2025,DEC,45069,12,2025-12-01
CHHATTISGARH,2026,JAN,75203,1,2026-01-01
CHHATTISGARH,2026,FEB,64910,2,2026-02-01
CHHATTISGARH,2026,MAR,64085,3,2026-03-01
CHHATTISGARH,2026,APR,51908,4,2026-04-01
CHHATTISGARH,2026,MAY,50741,5,2026-05-01
CHHATTISGARH,2026,JUN,55416,6,2026-06-01
CHHATTISGARH,2026,JUL,45567,7,2026-07-01
DELHI,2020,JAN,53602,1,2020-01-01
DELHI,2020,FEB,44606,2,2020-02-01
DELHI,2020,MAR,34983,3,2020-03-01
DELHI,2020,APR,1930,4,2020-04-01
DELHI,2020,MAY,9027,5,2020-05-01
DELHI,2020,JUN,33085,6,2020-06-01
DELHI,2020,JUL,37234,7,2020-07-01
DELHI,2020,AUG,37741,8,2020-08-01
DELHI,2020,SEP,31074,9,2020-09-01
DELHI,2020,OCT,44710,10,2020-10-01
DELHI,2020,NOV,60200,11,2020-11-01
DELHI,2020,DEC,34194,12,2020-12-01
DELHI,2021,JAN,48850,1,2021-01-01
DELHI,2021,FEB,44452,2,2021-02-01
DELHI,2021,MAR,51852,3,2021-03-01
DELHI,2021,APR,24591,4,2021-04-01
DELHI,2021,MAY,70,5,2021-05-01
DELHI,2021,JUN,37080,6,2021-06-01
DELHI,2021,JUL,43776,7,2021-07-01
DELHI,2021,AUG,42625,8,2021-08-01
DELHI,2021,SEP,31374,9,2021-09-01
DELHI,2021,OCT,43462,10,2021-10-01
DELHI,2021,NOV,54040,11,2021-11-01
DELHI,2021,DEC,36072,12,2021-12-01
DELHI,2022,JAN,42388,1,2022-01-01
DELHI,2022,FEB,42675,2,2022-02-01
DELHI,2022,MAR,47836,3,2022-03-01
DELHI,2022,APR,51707,4,2022-04-01
DELHI,2022,MAY,47374,5,2022-05-01
DELHI,2022,JUN,46456,6,2022-06-01
DELHI,2022,JUL,51728,7,2022-07-01
DELHI,2022,AUG,51973,8,2022-08-01
DELHI,2022,SEP,44728,9,2022-09-01
DELHI,2022,OCT,76220,10,2022-10-01
DELHI,2022,NOV,62544,11,2022-11-01
DELHI,2022,DEC,42269,12,2022-12-01
DELHI,2023,JAN,59483,1,2023-01-01
DELHI,2023,FEB,48789,2,2023-02-01
DELHI,2023,MAR,54319,3,2023-03-01
DELHI,2023,APR,48008,4,2023-04-01
DELHI,2023,MAY,53029,5,2023-05-01
DELHI,2023,JUN,48343,6,2023-06-01
DELHI,2023,JUL,51021,7,2023-07-01
DELHI,2023,AUG,54118,8,2023-08-01
DELHI,2023,SEP,52475,9,2023-09-01
DELHI,2023,OCT,58422,10,2023-10-01
DELHI,2023,NOV,80849,11,2023-11-01
DELHI,2023,DEC,48939,12,2023-12-01
DELHI,2024,JAN,67207,1,2024-01-01
DELHI,2024,FEB,52902,2,2024-02-01
DELHI,2024,MAR,54759,3,2024-03-01
DELHI,2024,APR,57756,4,2024-04-01
DELHI,2024,MAY,54052,5,2024-05-01
DELHI,2024,JUN,49181,6,2024-06-01
DELHI,2024,JUL,58606,7,2024-07-01
DELHI,2024,AUG,53913,8,2024-08-01
DELHI,2024,SEP,45768,9,2024-09-01
DELHI,2024,OCT,87987,10,2024-10-01
DELHI,2024,NOV,83393,11,2024-11-01
DELHI,2024,DEC,45578,12,2024-12-01
DELHI,2025,JAN,75048,1,2025-01-01
DELHI,2025,FEB,50174,2,2025-02-01
DELHI,2025,MAR,59673,3,2025-03-01
DELHI,2025,APR,58863,4,2025-04-01
DELHI,2025,MAY,69451,5,2025-05-01
DELHI,2025,JUN,58376,6,2025-06-01
DELHI,2025,JUL,67427,7,2025-07-01
DELHI,2025,AUG,61632,8,2025-08-01
DELHI,2025,SEP,60485,9,2025-09-01
DELHI,2025,OCT,114786,10,2025-10-01
DELHI,2025,NOV,88943,11,2025-11-01
DELHI,2025,DEC,53195,12,2025-12-01
DELHI,2026,JAN,85346,1,2026-01-01
DELHI,2026,FEB,61259,2,2026-02-01
DELHI,2026,MAR,70696,3,2026-03-01
DELHI,2026,APR,68043,4,2026-04-01
DELHI,2026,MAY,69742,5,2026-05-01
DELHI,2026,JUN,69855,6,2026-06-01
DELHI,2026,JUL,62727,7,2026-07-01
GOA,2020,JAN,4568,1,2020-01-01
GOA,2020,FEB,4941,2,2020-02-01
GOA,2020,MAR,4108,3,2020-03-01
GOA,2020,APR,348,4,2020-04-01
GOA,2020,MAY,2393,5,2020-05-01
GOA,2020,JUN,2122,6,2020-06-01
GOA,2020,JUL,2221,7,2020-07-01
GOA,2020,AUG,3771,8,2020-08-01
GOA,2020,SEP,3115,9,2020-09-01
GOA,2020,OCT,5109,10,2020-10-01
GOA,2020,NOV,5766,11,2020-11-01
GOA,2020,DEC,3942,12,2020-12-01
GOA,2021,JAN,5195,1,2021-01-01
GOA,2021,FEB,4989,2,2021-02-01
GOA,2021,MAR,5222,3,2021-03-01
GOA,2021,APR,5010,4,2021-04-01
GOA,2021,MAY,846,5,2021-05-01
GOA,2021,JUN,2402,6,2021-06-01
GOA,2021,JUL,2845,7,2021-07-01
GOA,2021,AUG,3947,8,2021-08-01
GOA,2021,SEP,4559,9,2021-09-01
GOA,2021,OCT,5312,10,2021-10-01
GOA,2021,NOV,5632,11,2021-11-01
GOA,2021,DEC,4962,12,2021-12-01
GOA,2022,JAN,4444,1,2022-01-01
GOA,2022,FEB,4583,2,2022-02-01
GOA,2022,MAR,6094,3,2022-03-01
GOA,2022,APR,5433,4,2022-04-01
GOA,2022,MAY,4884,5,2022-05-01
GOA,2022,JUN,4586,6,2022-06-01
GOA,2022,JUL,4569,7,2022-07-01
GOA,2022,AUG,7150,8,2022-08-01
GOA,2022,SEP,5953,9,2022-09-01
GOA,2022,OCT,8806,10,2022-10-01
GOA,2022,NOV,7352,11,2022-11-01
GOA,2022,DEC,6957,12,2022-12-01
GOA,2023,JAN,6692,1,2023-01-01
GOA,2023,FEB,5955,2,2023-02-01
GOA,2023,MAR,7819,3,2023-03-01
GOA,2023,APR,5504,4,2023-04-01
GOA,2023,MAY,6101,5,2023-05-01
GOA,2023,JUN,5456,6,2023-06-01
GOA,2023,JUL,4928,7,2023-07-01
GOA,2023,AUG,6604,8,2023-08-01
GOA,2023,SEP,8759,9,2023-09-01
GOA,2023,OCT,7885,10,2023-10-01
GOA,2023,NOV,9128,11,2023-11-01
GOA,2023,DEC,6452,12,2023-12-01
GOA,2024,JAN,7837,1,2024-01-01
GOA,2024,FEB,6916,2,2024-02-01
GOA,2024,MAR,7146,3,2024-03-01
GOA,2024,APR,7273,4,2024-04-01
GOA,2024,MAY,5845,5,2024-05-01
GOA,2024,JUN,4917,6,2024-06-01
GOA,2024,JUL,5184,7,2024-07-01
GOA,2024,AUG,7085,8,2024-08-01
GOA,2024,SEP,8060,9,2024-09-01
GOA,2024,OCT,10492,10,2024-10-01
GOA,2024,NOV,7173,11,2024-11-01
GOA,2024,DEC,6390,12,2024-12-01
GOA,2025,JAN,8080,1,2025-01-01
GOA,2025,FEB,6199,2,2025-02-01
GOA,2025,MAR,7789,3,2025-03-01
GOA,2025,APR,6138,4,2025-04-01
GOA,2025,MAY,4926,5,2025-05-01
GOA,2025,JUN,5279,6,2025-06-01
GOA,2025,JUL,5480,7,2025-07-01
GOA,2025,AUG,8145,8,2025-08-01
GOA,2025,SEP,7287,9,2025-09-01
GOA,2025,OCT,11375,10,2025-10-01
GOA,2025,NOV,8084,11,2025-11-01
GOA,2025,DEC,7573,12,2025-12-01
GOA,2026,JAN,8167,1,2026-01-01
GOA,2026,FEB,7348,2,2026-02-01
GOA,2026,MAR,9177,3,2026-03-01
GOA,2026,APR,7080,4,2026-04-01
GOA,2026,MAY,6346,5,2026-05-01
GOA,2026,JUN,6832,6,2026-06-01
GOA,2026,JUL,5214,7,2026-07-01
GUJARAT,2020,JAN,123603,1,2020-01-01
GUJARAT,2020,FEB,121768,2,2020-02-01
GUJARAT,2020,MAR,156052,3,2020-03-01
GUJARAT,2020,APR,12124,4,2020-04-01
GUJARAT,2020,MAY,5836,5,2020-05-01
GUJARAT,2020,JUN,62316,6,2020-06-01
GUJARAT,2020,JUL,84192,7,2020-07-01
GUJARAT,2020,AUG,89909,8,2020-08-01
GUJARAT,2020,SEP,70093,9,2020-09-01
GUJARAT,2020,OCT,118420,10,2020-10-01
GUJARAT,2020,NOV,154963,11,2020-11-01
GUJARAT,2020,DEC,125579,12,2020-12-01
GUJARAT,2021,JAN,106133,1,2021-01-01
GUJARAT,2021,FEB,108648,2,2021-02-01
GUJARAT,2021,MAR,106245,3,2021-03-01
GUJARAT,2021,APR,74167,4,2021-04-01
GUJARAT,2021,MAY,54695,5,2021-05-01
GUJARAT,2021,JUN,87738,6,2021-06-01
GUJARAT,2021,JUL,117419,7,2021-07-01
GUJARAT,2021,AUG,97358,8,2021-08-01
GUJARAT,2021,SEP,108493,9,2021-09-01
GUJARAT,2021,OCT,121442,10,2021-10-01
GUJARAT,2021,NOV,145096,11,2021-11-01
GUJARAT,2021,DEC,129680,12,2021-12-01
GUJARAT,2022,JAN,91177,1,2022-01-01
GUJARAT,2022,FEB,103581,2,2022-02-01
GUJARAT,2022,MAR,118891,3,2022-03-01
GUJARAT,2022,APR,127997,4,2022-04-01
GUJARAT,2022,MAY,102053,5,2022-05-01
GUJARAT,2022,JUN,121134,6,2022-06-01
GUJARAT,2022,JUL,121250,7,2022-07-01
GUJARAT,2022,AUG,110682,8,2022-08-01
GUJARAT,2022,SEP,122273,9,2022-09-01
GUJARAT,2022,OCT,173779,10,2022-10-01
GUJARAT,2022,NOV,225313,11,2022-11-01
GUJARAT,2022,DEC,151226,12,2022-12-01
GUJARAT,2023,JAN,113932,1,2023-01-01
GUJARAT,2023,FEB,131641,2,2023-02-01
GUJARAT,2023,MAR,135793,3,2023-03-01
GUJARAT,2023,APR,133168,4,2023-04-01
GUJARAT,2023,MAY,126670,5,2023-05-01
GUJARAT,2023,JUN,123740,6,2023-06-01
GUJARAT,2023,JUL,164337,7,2023-07-01
GUJARAT,2023,AUG,142115,8,2023-08-01
GUJARAT,2023,SEP,189192,9,2023-09-01
GUJARAT,2023,OCT,221248,10,2023-10-01
GUJARAT,2023,NOV,207711,11,2023-11-01
GUJARAT,2023,DEC,132208,12,2023-12-01
GUJARAT,2024,JAN,156640,1,2024-01-01
GUJARAT,2024,FEB,138615,2,2024-02-01
GUJARAT,2024,MAR,139281,3,2024-03-01
GUJARAT,2024,APR,142063,4,2024-04-01
GUJARAT,2024,MAY,136660,5,2024-05-01
GUJARAT,2024,JUN,125210,6,2024-06-01
GUJARAT,2024,JUL,153151,7,2024-07-01
GUJARAT,2024,AUG,139699,8,2024-08-01
GUJARAT,2024,SEP,126643,9,2024-09-01
GUJARAT,2024,OCT,294634,10,2024-10-01
GUJARAT,2024,NOV,196544,11,2024-11-01
GUJARAT,2024,DEC,150229,12,2024-12-01
GUJARAT,2025,JAN,164951,1,2025-01-01
GUJARAT,2025,FEB,126622,2,2025-02-01
GUJARAT,2025,MAR,138406,3,2025-03-01
GUJARAT,2025,APR,140168,4,2025-04-01
GUJARAT,2025,MAY,134079,5,2025-05-01
GUJARAT,2025,JUN,141093,6,2025-06-01
GUJARAT,2025,JUL,152356,7,2025-07-01
GUJARAT,2025,AUG,181917,8,2025-08-01
GUJARAT,2025,SEP,173948,9,2025-09-01
GUJARAT,2025,OCT,333822,10,2025-10-01
GUJARAT,2025,NOV,233244,11,2025-11-01
GUJARAT,2025,DEC,169521,12,2025-12-01
GUJARAT,2026,JAN,209442,1,2026-01-01
GUJARAT,2026,FEB,174044,2,2026-02-01
GUJARAT,2026,MAR,192055,3,2026-03-01
GUJARAT,2026,APR,164972,4,2026-04-01
GUJARAT,2026,MAY,158414,5,2026-05-01
GUJARAT,2026,JUN,176805,6,2026-06-01
GUJARAT,2026,JUL,180498,7,2026-07-01
HARYANA,2020,JAN,69753,1,2020-01-01
HARYANA,2020,FEB,63628,2,2020-02-01
HARYANA,2020,MAR,66615,3,2020-03-01
HARYANA,2020,APR,29422,4,2020-04-01
HARYANA,2020,MAY,3374,5,2020-05-01
HARYANA,2020,JUN,31887,6,2020-06-01
HARYANA,2020,JUL,54752,7,2020-07-01
HARYANA,2020,AUG,46776,8,2020-08-01
HARYANA,2020,SEP,47509,9,2020-09-01
HARYANA,2020,OCT,47130,10,2020-10-01
HARYANA,2020,NOV,63702,11,2020-11-01
HARYANA,2020,DEC,79847,12,2020-12-01
HARYANA,2021,JAN,57858,1,2021-01-01
HARYANA,2021,FEB,51747,2,2021-02-01
HARYANA,2021,MAR,61831,3,2021-03-01
HARYANA,2021,APR,54944,4,2021-04-01
HARYANA,2021,MAY,13239,5,2021-05-01
HARYANA,2021,JUN,53264,6,2021-06-01
HARYANA,2021,JUL,45935,7,2021-07-01
HARYANA,2021,AUG,54351,8,2021-08-01
HARYANA,2021,SEP,56518,9,2021-09-01
HARYANA,2021,OCT,46599,10,2021-10-01
HARYANA,2021,NOV,68247,11,2021-11-01
HARYANA,2021,DEC,66211,12,2021-12-01
HARYANA,2022,JAN,55497,1,2022-01-01
HARYANA,2022,FEB,50646,2,2022-02-01
HARYANA,2022,MAR,59783,3,2022-03-01
HARYANA,2022,APR,58086,4,2022-04-01
HARYANA,2022,MAY,61266,5,2022-05-01
HARYANA,2022,JUN,57844,6,2022-06-01
HARYANA,2022,JUL,58105,7,2022-07-01
HARYANA,2022,AUG,61816,8,2022-08-01
HARYANA,2022,SEP,49510,9,2022-09-01
HARYANA,2022,OCT,69977,10,2022-10-01
HARYANA,2022,NOV,90766,11,2022-11-01
HARYANA,2022,DEC,66402,12,2022-12-01
HARYANA,2023,JAN,66360,1,2023-01-01
HARYANA,2023,FEB,62988,2,2023-02-01
HARYANA,2023,MAR,68054,3,2023-03-01
HARYANA,2023,APR,69403,4,2023-04-01
HARYANA,2023,MAY,69369,5,2023-05-01
HARYANA,2023,JUN,68328,6,2023-06-01
HARYANA,2023,JUL,36825,7,2023-07-01
HARYANA,2023,AUG,73978,8,2023-08-01
HARYANA,2023,SEP,79467,9,2023-09-01
HARYANA,2023,OCT,68726,10,2023-10-01
HARYANA,2023,NOV,75374,11,2023-11-01
HARYANA,2023,DEC,96904,12,2023-12-01
HARYANA,2024,JAN,85147,1,2024-01-01
HARYANA,2024,FEB,75336,2,2024-02-01
HARYANA,2024,MAR,78856,3,2024-03-01
HARYANA,2024,APR,73164,4,2024-04-01
HARYANA,2024,MAY,70383,5,2024-05-01
HARYANA,2024,JUN,74106,6,2024-06-01
HARYANA,2024,JUL,66961,7,2024-07-01
HARYANA,2024,AUG,82309,8,2024-08-01
HARYANA,2024,SEP,80109,9,2024-09-01
HARYANA,2024,OCT,101026,10,2024-10-01
HARYANA,2024,NOV,124225,11,2024-11-01
HARYANA,2024,DEC,84641,12,2024-12-01
HARYANA,2025,JAN,99740,1,2025-01-01
HARYANA,2025,FEB,72821,2,2025-02-01
HARYANA,2025,MAR,78774,3,2025-03-01
HARYANA,2025,APR,82225,4,2025-04-01
HARYANA,2025,MAY,80198,5,2025-05-01
HARYANA,2025,JUN,81020,6,2025-06-01
HARYANA,2025,JUL,79553,7,2025-07-01
HARYANA,2025,AUG,77365,8,2025-08-01
HARYANA,2025,SEP,71640,9,2025-09-01
HARYANA,2025,OCT,148372,10,2025-10-01
HARYANA,2025,NOV,131207,11,2025-11-01
HARYANA,2025,DEC,78270,12,2025-12-01
HARYANA,2026,JAN,103670,1,2026-01-01
HARYANA,2026,FEB,87415,2,2026-02-01
HARYANA,2026,MAR,93043,3,2026-03-01
HARYANA,2026,APR,92308,4,2026-04-01
HARYANA,2026,MAY,91319,5,2026-05-01
HARYANA,2026,JUN,88006,6,2026-06-01
HARYANA,2026,JUL,85427,7,2026-07-01
HIMACHAL PRADESH,2020,JAN,11085,1,2020-01-01
HIMACHAL PRADESH,2020,FEB,10369,2,2020-02-01
HIMACHAL PRADESH,2020,MAR,13599,3,2020-03-01
HIMACHAL PRADESH,2020,APR,3670,4,2020-04-01
HIMACHAL PRADESH,2020,MAY,729,5,2020-05-01
HIMACHAL PRADESH,2020,JUN,7066,6,2020-06-01
HIMACHAL PRADESH,2020,JUL,13963,7,2020-07-01
HIMACHAL PRADESH,2020,AUG,12838,8,2020-08-01
HIMACHAL PRADESH,2020,SEP,12791,9,2020-09-01
HIMACHAL PRADESH,2020,OCT,13388,10,2020-10-01
HIMACHAL PRADESH,2020,NOV,18458,11,2020-11-01
HIMACHAL PRADESH,2020,DEC,15848,12,2020-12-01
HIMACHAL PRADESH,2021,JAN,10773,1,2021-01-01
HIMACHAL PRADESH,2021,FEB,7917,2,2021-02-01
HIMACHAL PRADESH,2021,MAR,10172,3,2021-03-01
HIMACHAL PRADESH,2021,APR,8871,4,2021-04-01
HIMACHAL PRADESH,2021,MAY,3502,5,2021-05-01
HIMACHAL PRADESH,2021,JUN,9291,6,2021-06-01
HIMACHAL PRADESH,2021,JUL,12066,7,2021-07-01
HIMACHAL PRADESH,2021,AUG,10475,8,2021-08-01
HIMACHAL PRADESH,2021,SEP,9453,9,2021-09-01
HIMACHAL PRADESH,2021,OCT,8659,10,2021-10-01
HIMACHAL PRADESH,2021,NOV,12863,11,2021-11-01
HIMACHAL PRADESH,2021,DEC,11013,12,2021-12-01
HIMACHAL PRADESH,2022,JAN,7316,1,2022-01-01
HIMACHAL PRADESH,2022,FEB,8692,2,2022-02-01
HIMACHAL PRADESH,2022,MAR,8124,3,2022-03-01
HIMACHAL PRADESH,2022,APR,8964,4,2022-04-01
HIMACHAL PRADESH,2022,MAY,10070,5,2022-05-01
HIMACHAL PRADESH,2022,JUN,10250,6,2022-06-01
HIMACHAL PRADESH,2022,JUL,10425,7,2022-07-01
HIMACHAL PRADESH,2022,AUG,10066,8,2022-08-01
HIMACHAL PRADESH,2022,SEP,8030,9,2022-09-01
HIMACHAL PRADESH,2022,OCT,10073,10,2022-10-01
HIMACHAL PRADESH,2022,NOV,15390,11,2022-11-01
HIMACHAL PRADESH,2022,DEC,11935,12,2022-12-01
HIMACHAL PRADESH,2023,JAN,9674,1,2023-01-01
HIMACHAL PRADESH,2023,FEB,9817,2,2023-02-01
HIMACHAL PRADESH,2023,MAR,9378,3,2023-03-01
HIMACHAL PRADESH,2023,APR,10090,4,2023-04-01
HIMACHAL PRADESH,2023,MAY,10158,5,2023-05-01
HIMACHAL PRADESH,2023,JUN,10197,6,2023-06-01
HIMACHAL PRADESH,2023,JUL,10571,7,2023-07-01
HIMACHAL PRADESH,2023,AUG,10635,8,2023-08-01
HIMACHAL PRADESH,2023,SEP,10370,9,2023-09-01
HIMACHAL PRADESH,2023,OCT,8675,10,2023-10-01
HIMACHAL PRADESH,2023,NOV,11407,11,2023-11-01
HIMACHAL PRADESH,2023,DEC,16872,12,2023-12-01
HIMACHAL PRADESH,2024,JAN,12275,1,2024-01-01
HIMACHAL PRADESH,2024,FEB,10956,2,2024-02-01
HIMACHAL PRADESH,2024,MAR,10242,3,2024-03-01
HIMACHAL PRADESH,2024,APR,10958,4,2024-04-01
HIMACHAL PRADESH,2024,MAY,12494,5,2024-05-01
HIMACHAL PRADESH,2024,JUN,9683,6,2024-06-01
HIMACHAL PRADESH,2024,JUL,11691,7,2024-07-01
HIMACHAL PRADESH,2024,AUG,12370,8,2024-08-01
HIMACHAL PRADESH,2024,SEP,9955,9,2024-09-01
HIMACHAL PRADESH,2024,OCT,12146,10,2024-10-01
HIMACHAL PRADESH,2024,NOV,19303,11,2024-11-01
HIMACHAL PRADESH,2024,DEC,15674,12,2024-12-01
HIMACHAL PRADESH,2025,JAN,14256,1,2025-01-01
HIMACHAL PRADESH,2025,FEB,10920,2,2025-02-01
HIMACHAL PRADESH,2025,MAR,11069,3,2025-03-01
HIMACHAL PRADESH,2025,APR,12093,4,2025-04-01
HIMACHAL PRADESH,2025,MAY,12504,5,2025-05-01
HIMACHAL PRADESH,2025,JUN,12317,6,2025-06-01
HIMACHAL PRADESH,2025,JUL,11519,7,2025-07-01
HIMACHAL PRADESH,2025,AUG,11460,8,2025-08-01
HIMACHAL PRADESH,2025,SEP,7798,9,2025-09-01
HIMACHAL PRADESH,2025,OCT,13852,10,2025-10-01
HIMACHAL PRADESH,2025,NOV,27610,11,2025-11-01
HIMACHAL PRADESH,2025,DEC,17364,12,2025-12-01
HIMACHAL PRADESH,2026,JAN,15422,1,2026-01-01
HIMACHAL PRADESH,2026,FEB,13172,2,2026-02-01
HIMACHAL PRADESH,2026,MAR,13342,3,2026-03-01
HIMACHAL PRADESH,2026,APR,14117,4,2026-04-01
HIMACHAL PRADESH,2026,MAY,13352,5,2026-05-01
HIMACHAL PRADESH,2026,JUN,12290,6,2026-06-01
HIMACHAL PRADESH,2026,JUL,14183,7,2026-07-01
JAMMU AND KASHMIR,2020,JAN,15496,1,2020-01-01
JAMMU AND KASHMIR,2020,FEB,21215,2,2020-02-01
JAMMU AND KASHMIR,2020,MAR,33219,3,2020-03-01
JAMMU AND KASHMIR,2020,APR,9749,4,2020-04-01
JAMMU AND KASHMIR,2020,MAY,107,5,2020-05-01
JAMMU AND KASHMIR,2020,JUN,1939,6,2020-06-01
JAMMU AND KASHMIR,2020,JUL,8911,7,2020-07-01
JAMMU AND KASHMIR,2020,AUG,24696,8,2020-08-01
JAMMU AND KASHMIR,2020,SEP,21715,9,2020-09-01
JAMMU AND KASHMIR,2020,OCT,18661,10,2020-10-01
JAMMU AND KASHMIR,2020,NOV,15823,11,2020-11-01
JAMMU AND KASHMIR,2020,DEC,12962,12,2020-12-01
JAMMU AND KASHMIR,2021,JAN,10181,1,2021-01-01
JAMMU AND KASHMIR,2021,FEB,11059,2,2021-02-01
JAMMU AND KASHMIR,2021,MAR,14108,3,2021-03-01
JAMMU AND KASHMIR,2021,APR,14058,4,2021-04-01
JAMMU AND KASHMIR,2021,MAY,4964,5,2021-05-01
JAMMU AND KASHMIR,2021,JUN,14697,6,2021-06-01
JAMMU AND KASHMIR,2021,JUL,17268,7,2021-07-01
JAMMU AND KASHMIR,2021,AUG,17268,8,2021-08-01
JAMMU AND KASHMIR,2021,SEP,13003,9,2021-09-01
JAMMU AND KASHMIR,2021,OCT,14509,10,2021-10-01
JAMMU AND KASHMIR,2021,NOV,14664,11,2021-11-01
JAMMU AND KASHMIR,2021,DEC,11433,12,2021-12-01
JAMMU AND KASHMIR,2022,JAN,9173,1,2022-01-01
JAMMU AND KASHMIR,2022,FEB,11398,2,2022-02-01
JAMMU AND KASHMIR,2022,MAR,12959,3,2022-03-01
JAMMU AND KASHMIR,2022,APR,14990,4,2022-04-01
JAMMU AND KASHMIR,2022,MAY,16352,5,2022-05-01
JAMMU AND KASHMIR,2022,JUN,14360,6,2022-06-01
JAMMU AND KASHMIR,2022,JUL,15965,7,2022-07-01
JAMMU AND KASHMIR,2022,AUG,15974,8,2022-08-01
JAMMU AND KASHMIR,2022,SEP,14690,9,2022-09-01
JAMMU AND KASHMIR,2022,OCT,15412,10,2022-10-01
